rewards_rank,rank,index,adjusted_balance,block_proposals,beta_epochs_missed,balance,start_balance,eth1_addr,pub
,522,123395,47506600,0,0,32053668522,32006161922,0xabca4c1526fe7953d02fca403941773576de0919,0x90d3d7a072ac6823d95c1f60d0bc04e1a1c4c6b4bb1ac9fc7095681b81f80d5caa3897e24971c654844b036b300e2a75
,523,123665,47500401,0,0,32052073787,32004573386,0x63d9b20befedb5c61ad5a158e68c0626ad67826e,0xa7e8a6b4967d804e0cb1fb114d15d074662246a67265929430c8930be51c17b1af5164025383cf4e0ccedb16841892e2
,524,123678,47497986,0,0,32051949640,32004451654,0xaf93bb0de8b38a60cd7f92df56b7eaecd27d7093,0xb70ed3bec405b67b30fdbbc475753383dcd2406f5555ed337a111f86176d4967e52c17bb6fb46de3229e9c1b816cd924
329,525,123966,47492059,0,0,32048803050,32001310991,0xb72a1cc64dac54a6d65f38313df64bc19c2c44cb,0x97d3bc1b2ec6911f765df6aee22fc43947b168ca8c992ead4647f049bfc53aeda97bbf973c63e7c081dd8bf6d651b721
,526,123954,47489614,0,0,32048941980,32001452366,0x24d5ec8eddb8ad36cf0d20422018f879d9a56b67,0xa4d8f98ce8f24a5a31be390b81bd05671af36832ba6d6cf27e71840ede4bb3837d1350ddea2078d0c3ea65cba7457629
,527,123638,47487639,0,0,32052223044,32004735405,0x5560be15a269c748c4f2362f1889a5d7eba217e5,0x984fd2312020a721c16980a01e28c4ebaf926213e7f4003db2a3f22f1b19581db428665b2d287ffc05d4a6c38af11c7a
,528,123332,47485243,0,0,32053858860,32006373617,0x9a1cff839360f693d463993bb4593cbd241169ba,0x812b56507e0eb45f4f2546bc49faca65d562b15119248bd430d4a26e314a6231dbf451f92d74aa7fa2a62bcdb8a7c5a1
,529,123584,47482029,0,0,32052476439,32004994410,0xedf021c69566a907c9285426093a0689f3194e58,0x85fa079d4e39344c9c8747475d6bdde0bed0902dcfb8ae81725bb4379b83f97f967e01dc12f1ebbafa021ff4a340ccbb
,530,121598,47476839,0,0,32073643950,32026167111,0x1bd461fbc9559a689803cd8374a054c3a041c7d0,0x883939d8349b6483a6b9ec9623d92acb8fcd637f72eaf397673d803e953c1fd04f2462069473a4a9e6878d9a33bee6ed
330,531,123443,47472822,0,0,32053285752,32005812930,0x6e158a6f6caee5fff98f8fd3d2d816a216ee739d,0x8bd12f80f7e79e66c17232eb9af943e307cc81692e6e116669d27e2135e54d27b9c0763cf314f1f59426a60b632150c2
,532,123589,47466282,0,0,32052497790,32005031508,0x067b9c0e0afe665fb7b74af8db737b44a212177d,0xa82c5298125094d6c1eacb9ef088f99449ed2677de330e19d0233a477ec953500f3d1301fcf378c8444e422f91d51f04
,533,123228,47458719,0,0,32054213324,32006754605,0xb9c3f7db93c0569cfbe7656092ac76d0bdbb9e80,0xa7bbd2e4d6970194195a6bf7fccee6462ad4d4cd3093b568c3f250e4c32d3051eb44f31e6559ae144eacff6f97fc1671
,534,123624,47455980,0,0,32052334846,32004878866,0x279c892564903948316bf6a407e6f2185006378f,0xa317e68d0feb861c397f6b9e73cf36ffeea555a76259d6f5ec4e96f8149fbf9375e2f2fde125060bf9d148b8fc45653b
,535,123903,47454608,0,0,32052369443,32004914835,0xfd9dcaa7200c91d5f07bc23a89b5586acb9e07ae,0x91874db17dffcf0aea359ae3ca20e40acb8f91b7edb2751ec4e6039bb58a4377f9966de4957823f4768178d8ad1b1368
,536,123641,47433514,0,0,32052218299,32004784785,0xfa47787a63d326d7919b3773f4c32930ba1440d6,0x8a7b64ff5bf8f3fdfae3c5de33a44929aa4dd211efa097d15ee297170e26d5a873b127aa2de8b7a43ed7c0f870497527
,537,121684,47431375,0,0,32064862058,32017430683,0xc1ead339e1a6cc81d90b533832d8c66a6cb50a6f,0x88a835044e0128d6a8ddb6d9644d07bde621a677311acc5ff5cc11b73c62982bac6c2b247c09b94c2efc937200867937
,538,123393,47430500,0,0,32053536450,32006105950,0xa05f233eccdcb068bfe7cac35200aac0fae3bff0,0x84a34a0c8ce8762a0d2a9fb9207f44ff8fe9c9a9c3bad85322ac78e0bb020a7c2e081c4319a033a793b8d1c9d7f3100d
,539,123464,47429044,0,0,32053113581,32005684537,0x59ff430222fd3fd428a001fad3d7b1fc5c0b0e24,0xa20603d535e4a57fd58a6773804947b9194c292b5ec8c99ffd967ad038aa39fc3ca52876c3772817d68061a13bcfdc56
,540,123759,47426092,0,0,32051508980,32004082888,0x9f2129b00a76bdfd5c08f20f099fb7868a01511b,0xb6dff5506e9f0a2c5e712581e99f6cd967a7dee8c13a19ae5877fd793eb95c8c44840429c612f3cc4aeb55aa39a7845a
,541,123577,47425661,0,0,32052566855,32005141194,0x04e7ee585af66f41b346f81313488f77b30c2af3,0xab53d42db0168cf09a0fbc19f57697c6ba6f744a858d07912379159d65ba4809831cb7b68abbef085af08452cc4b56c1
331,542,124095,47422061,2,228,32047422061,32000000000,0x7bd0ec5f106c4bacaa87038a2ed8805497585f7e,0x98eafabce3534083243ecc9a03b035a5b9e1e63cd9213b421a0996d82a451d04144a5660596f3e90bc57a0e23fd71370
,543,123486,47421319,0,0,32053005969,32005584650,0xbfefab110a22ec081a6406eb29c3b2491414a099,0xa48c91fb24573e4ee083558c2b20a17ae00be8b19815204d75e613219bd19f6d8decc67e94f8a58f7a9e6e5f3803a0f1
332,544,123622,47418423,0,0,32052305365,32004886942,0x4a9216afa5f8f63b7efc83499227bef7eb7e0ee2,0xa093020921a018b44b261420a8cb79befb72619111461ac65dc0e2d22d342b3721e58e7c5f4f0003ce8e0c4466d96f53
,545,123444,47416020,0,0,32053214294,32005798274,0x6e158a6f6caee5fff98f8fd3d2d816a216ee739d,0xb0da01c6ea7c3c9006170328396b0a63e0a1d3d194adc365fa80f0222e844c585cf31aa7ad4011561e9b0ec4d2551391
,546,123518,47416016,0,0,32052901196,32005485180,0x2ba66ef8afb79ca39fe89607fd06b6c093010ab9,0xabc4b20fc9fa9073d4838a148c5549ca3ee56c6e493ddb7be0894bc8fbdb655d0cc42d577ac0fe54a7a83e7fbeef8eae
,547,123625,47414651,0,0,32052287135,32004872484,0x4a9216afa5f8f63b7efc83499227bef7eb7e0ee2,0xa65a2c1d903519617b6e266dcb703630bd462c4160556f182dab9f0a9753f2659b4fd2b8e9e51b7eaa6035f1d2fc802d
,548,123657,47413062,0,0,32052039386,32004626324,0x763ed99d798fa0b7de7e789ae5b4544618ac19bf,0x8e2c3db6a523cc065405d4edc58f3c7286937fdc954affefa074a2189020a3967239e8e6deb6dc64a71855583cdaa760
,549,123344,47408745,0,0,32053631003,32006222258,0x95a286070f6d80761e58a84297c532621c18a725,0xac6a6450dce343155bdd365055c3264147d516f8c86bbba95163a6d75b3bfa447047fddfc095e67e4ef484c804705b07
333,550,123109,47400337,0,0,32054867711,32007467374,0xc7dfb2ff8073be2008c734bc542556c5d7515d0e,0xa8114ea24675291009ad8ab641a254d5fb219607cd4ad593312d28a87b91aabdc3191df50a859c062a8f5e315e4d378f
,551,123605,47397780,0,0,32052282759,32004884979,0x1bae7de220f1b11a21bb681dcb320629887611f7,0x9030bef0f20530128dea92519c85a59c2800ca3db0413c934fe3a1536ca394f29f35b9bf9f2e991768cfad29714debe6
,552,123085,47380372,0,0,32055171175,32007790803,0x0f7af64ffcdbe3af1fb9bf55a25655ea0c69ed02,0xa237673f281a47293a09ad6872c29871e70f85bbd818d535a09be8cc69decc9f268eb69074b185a15f074c8d479734fa
334,553,123092,47374551,0,0,32055131535,32007756984,0xb8edd43a8d83ddc66d376323ad92891f67d60c93,0xa113097f14a3c8662bbd45fd02d0f3b2e363ae99e169fb64186fb93cd5ab08e72ccd0639cfe26b74d812a2e6ae215bb7
,554,123296,47348015,0,0,32053830809,32006482794,0xff6657fb62d096e48df19d3fac645b3f250b73ba,0x92a33707b976c3b2e3ac2d85eb40b86070bd6dccf913516d92781b31fa5db5ea4761c4796c451b80122169cb825f9fb4
,555,123222,47335801,0,0,32054110334,32006774533,0x77e88c6b9c638c087944752927ec5a5b5dc564da,0xa5dc3cb36d21df55e00875562ea6287f0038de628bd71486b2311dc49e65fdc5ca1a983a48d0e18685dc8c286238a112
,556,123367,47335626,0,0,32045970286,31998634660,0xb911dda495abb49c4e221ba6dd432ed8918dd242,0x822c67d729a75cb1e7eacb31b2160fefa9c90023d8d0967303bbee8416da064c1d94593b49f52997a4ddfd65c39e0bc2
,557,123435,47326106,0,0,32053315783,32005989677,0x521deb0d352d70868a6c3952b3bd478f11eeffcb,0xa6059f02d523c5706448e84bed962133b9f73fe7b547405f0a2610a63e42ec12e04ff23acf5916a1ce1c86c669f8fdb5
,558,123216,47316945,0,0,32054242897,32006925952,0x227b493dbe2ec037c4644079672270e3060aa064,0xb1117d026cac72f75f82f949c4f11896f9b7b622438d50eb0c3a5ebe604f02efd9b5eca06e4e9d2c5419a5d7f542a342
,559,123535,47294549,0,0,32052679955,32005385406,0x10f46e6ec9868a2be3dd2f3bea0d5a88b06d5805,0x80ab8e0c792e292bd30a71e2e40d3ba5ca6e2d625d5776ca6a3b7435ac2800a8afb3d2391b290fa98ba9fe13a20e2a69
335,560,124104,47291397,1,230,32047291397,32000000000,0x6e731a5a6effc4013e88d197ccf600a73c068ae6,0xb68aaa2ec8b5292ddfe94c43904385b8ea7678d4a2d79585289f49bab61d8e3d72b9b373ce45dde99f075af55d8d72dc
336,561,123402,47286145,0,0,32053272987,32005986842,0xef44fa4472382901d2b83516a8deeb2890eb882b,0x958ec4e33b3f700d1b7b2547fc54c7d8baff7d7c325296780d7a212425e39cc13150d76f1638492ce2d42c9186782ac7
,562,123871,47279042,0,0,32049288915,32002009873,0xa3d0baa8035cdea72e0dba2b5626bfa61c79f6a2,0x90a382a240dc507c519e54b845ea893dd0009d75dc68316bdbcb02e2af044e8ef8eb7ec5eff0379c1efe852df10400b6
,563,123521,47261382,0,0,32052465682,32005204300,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0xab7873eafd3fe990d0fd4908c4c1675ba71ca4d92afc577df08f0b3836b05a8429b0fef81f4d87902f6711f90052aa30
337,564,123051,47241393,0,0,32055037704,32007796311,0x2b343a798cff954f45097c52884658ebe1e23d38,0xb739dbd61689423d8621f7cbe69feb60c3dec4c2da568e3ab7148c7e4a402d3c0b2aefc80e1ea7472e104b60ec3fda42
,565,123960,47225136,0,0,32048447825,32001222689,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0x86e54d9089ceb250b94a1fe0cdb6144a8afaf32116baf5aee19d9e8e8149742150bb26c0c8f0d4b005a2425e9ee0f117
338,566,123264,47179568,0,0,32050919814,32003740246,0xbc08a3c115a00aacab33b13355a16c09e5e1c226,0x85d2ed18bd67a2b48945ddf35dc04409cc40c449da6c0f2a55ba68890e96fbc1714a6c11058bc0f13ddc034ced5ecb91
,567,123473,47172387,0,0,32052877533,32005705146,0x3d326bac04b67cd9f12ca40035bd2a770417e572,0x902f4e4f5b55886547b4621930b644f4de649a2fb212c44643cfd85b700416659f7fb43d9eb0519e75e4723c3d3c1ace
339,568,123260,47172363,0,0,32050970749,32003798386,0x068005725f72cbffe937bd652cb037d70f83a148,0x881738f15b4911dd67223e1df01746e1fb447e6c9c86096d31eac6f3fcccb2d9ec3a2f064e0d11535b2a642b7682459c
340,569,123647,47170485,0,0,32052690126,32005519641,0x6c5cc0d2876bdec116875fa1fa7f599bfc266d97,0xa69e9202440525876eb28df684762252b98c0ef4fd1364c74b3003504b5be8ac839678d09bd5807bd1db9021eeead9cf
,570,123074,47166921,0,0,32054775076,32007608155,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0xa60bf794e6418d27d34cc0da4de18880bc32ea6fb3d9c3036e16b7a56489794c507cc24959380a9b41e76f189e4ce85a
341,571,123651,47158028,0,0,32049261428,32002103400,0x77b2c7e5ae22dec21f03869737ebf3d6dd350ba9,0x8f916f0d2d33ecc6a3fc2fea0fb532b91cbcd2e6c45d8ca0776f2074c2d62c7789cc7c205737a15507382516d7d407de
,572,123958,47130052,0,0,32048410746,32001280694,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0x91e6b32d47166c99fe1f14c8921aa83f9c475dd5101d4c0d65855859b5a0bcbec779661755e437ff18de671610e95d8c
342,573,123282,47111713,0,0,32050777292,32003665579,0x29a83157a4bb42a507e7946e6df94db98824072d,0x80cd0db17f9edd31c1b1c797e71256a09720307228566649d935360cc537480ceb453a2d13d0572cf6d7bbf3c368fa9f
343,574,123683,47095772,0,0,32049048199,32001952427,0xc23f6eb8d5b23734b2b35277c71c9b50ae8a7400,0xb354fa32685e25993c60a6be3f7d6bb7f888902e5b5fa29c0d66bd23a81f6a496a46edda8d61d2d90221dcb3a964c483
344,575,123652,47093203,0,0,32049191291,32002098088,0x5eb4fe51b146b03bf7b0593a184e558d9a418719,0xa576cb1343a9a3c67978300e5a78133aea1c1c0b0f936b98faba4b7eccdcd1cf41e31fae9b6035df3d9ba196607da145
345,576,123690,47085375,0,0,32049027708,32001942333,0xd839f190dad231f8b365033eb4a1cf59feacfd2f,0xa2690bb01ac3d0f5220fda89fd1ba4e78d504067ed3c4961dd2511973f6a2170e68cb0016e115e5d1f6262ad66b6e539
346,577,110676,47048236,0,0,64540773193,32493724957,0x3c8f76a90081967686c7627bbba68b0d4dafaab3,0x8397a31277b483408dc67a7f82783ef5ae9daa56c30421a36f973c60e921a510355ca4743609254844413f5bb3c0a7d7
347,578,123306,47042482,0,0,32053405626,32006363144,0xfac24fb0536ae6e7eab0d167004fe6abde04167b,0xaa8f9b3d109e6549804e10b77244c52a6e858d15de364b0f1adfb3d8946d7168351cc89284ceaca984961162d31b731c
348,579,123649,47035350,0,0,32049203713,32002168363,0xf0f150ef0068659702f38ef5939c070b7c8dc072,0xb10c6c8e853b024c77a041c957907602b04e230a6ea5ed0f43f1ec52a55da397491b4d0767804ef2b37ae3978e3a4372
,580,123480,47025684,0,0,32052446030,32005420346,0xd901e65f93a31f1d4b41717e8f64c78a5ae62cd6,0x8484059ddc85d0206ba6c8a26dbe6b82147f30d672cae7c52e5691aa86ac816e4576e0c9925e1f553a149c7a3f4c5b4b
,581,124002,47000894,0,42,32047000894,32000000000,0x2677761b0edf2019029f580431a5f0d76dab5058,0x96194a7ee7033fc776c4838fe3f6473a4927569c07319a69925ec1c670a7778e2c608cc8a4e7f9198a8ed107b0ea68bb
349,582,123692,47000322,0,0,32048996909,32001996587,0x82bc34cba96782329692a82bc3ad36029c5fe9a9,0x874647bf6efe37330ddadf398d42efe89480c1f81b68fbedf9cd84d173c2a770de86aa94528dd0e135b859b6bf09cdc1
,583,123574,46994064,0,0,32051961856,32004967792,0xb9b3dab26083321567cbe18a73b257854f10b187,0xb32dfdbeaaf99a143194c240958efaed973f6bf5f43115fb0fe39370bd045b0782f461be6672279f747203a1289f94f7
,584,123732,46994011,0,0,32054241025,32007247014,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0x91d55f0c93342626dc6c0862796c466ffeec663576752cd9478e1f37ea1e3e77d5f981549481b05a188063cb637e7b06
350,585,106483,46991743,0,0,64218627941,64171636198,0xc9edc1d5e8e2ddfc7f453c65226ad971545b8d49,0x81bede4f8b88249270fc09e8c136be10e16f46182c0652733a9dd391f2b2d88ee53cfef8ee44b43891bf225b65320fdd
351,586,123271,46968949,0,0,32050745123,32003776174,0x79f7d4d70ac346760713238878321ea32488f141,0x83c6bafba0abed03c8d41e7d458b1032da234be4dc56f3948e0de6f5cd94c5ec78f3f42300b9f4bb45b468f021f3d74f
352,587,123492,46967332,0,0,32046585120,31999617788,0x03119203679795299e202508e569d1110a2b74fd,0x94c7e44598b7f059cf9d9105f5decc90ad6b1cf5944df3114a5a5bc19bea843949e2cab0da27f50e49a779028b4bf192
353,588,123286,46955519,0,0,32050702526,32003747007,0xe7e8b3031172419257272fda5047027a52dd7bbf,0x85681376a4892fffcdf5b574b89095882a818d381dd6756a559b2c1f8239bc53d0b895714d62d2d01b94ddb57cf6563f
354,589,123688,46945532,0,0,32048933688,32001988156,0x5f567c0f7bb354aeb55401e7717038f8b17fb9ad,0xb18e046f1bd3364295b033794402f844a11c933c5c9b0ccdbf925b921e975a85c1972eaf0f1170dcff55b86b5da2ddfd
,590,123993,46935847,0,40,32046935847,32000000000,0x63097a64432ac3b86f0a7dc81cb93333c05252d9,0x8ef9ab0be5b9d7d5529e42a21fc874c6a81a941c71fd1fd1c24a9447c838ceaa4dfd812357dfe8fa616cd96bddabb4f7
355,591,123274,46931415,0,0,32050650806,32003719391,0xf6191248496c602f34bdebc163a728bec03ff8b6,0x93398f479d7d051c5d478b3ffab5ac0e9ca9bdd03186adaa02a2ecc4f9832b618c95970dad6831b820cece3ffe8c6fd2
,592,123963,46929547,0,0,32048141678,32001212131,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0x884a15010bd3913f114e39a0ad3770ebf36873174174ce5f1302aead6f6156929e1bebf1e546ddedc707af0036d9c238
356,593,123670,46927681,0,0,32048857347,32001929666,0x83dc3e3e7c9ea42907bbdedfe07bf0c4885b631b,0xb334724aa69c1b884f5706c6c4489bde6dc9d9906864aaeb93f609956cfdb343b5f78e277290b5d810eaad32c22446a7
357,594,123263,46919650,0,0,32050633108,32003713458,0x93daf345a574ceaffbb32f2815b185379fa23270,0xa005ed02ebcb09321a5fd5c5069e0679d0b4c40bdebc9382bda1178aaae02fd8a64ba909bbc290a9305aa9341ce0f45f
,595,123303,46914125,0,0,32053384809,32006470684,0xfac24fb0536ae6e7eab0d167004fe6abde04167b,0x828983aea4485d344cc62b11ca71ae94d5a4f0602a217ce0ccb440722e774474d32a9bec8be3044a43cb50063b98fd1b
358,596,123275,46905481,0,0,32050548500,32003643019,0x37ec00125f352e2b93afa3b8275c335e162fe2b8,0x8a17a6c4923d20f3d502b7ff1a2ceb60678c94aa0a79e294f8b887040b03fe1d6d49e8b3ddf125571d75255a0c6eb0e1
359,597,105434,46903323,0,0,64317098946,64270195623,0xc640a1159fca4d23f56b746c3ba1532e6f0276b8,0x83de0232c0d4b2f84eac7abc471978027ea6024f9cdb731521edcb37a98d0bb4b00412b0c52c762f6f4d1b60fd883121
360,598,123316,46900282,0,0,32053280023,32006379741,0x24bde324b104db032f42905562896ee51de366d4,0x89bc288480d73ae8017e336eff7f7c211ecbfbcf4dcd2370981a121e3bac594620cf9628b8ad6b535f344f59c8cde813
,599,123986,46896066,0,38,32046896066,32000000000,0xf90ba291fca4b527e5e8ac1d908f3f5f58dcab60,0x816fef5ae7bd924dc58630826ab0d3397e3a261ec39d5245c7253148dae9de3415412cd8df431f709df272ba9c036760
361,600,123284,46891649,0,0,32050533494,32003641845,0x3ed33cce88d9a6b4ce4cfe3fc84e2f1e41562642,0x80d562bd5681ead11a81b2ffbfb21f52c717be8f24e41d1ac44f601fce8796337ba952ea0845a3df4b53a98c0cf49237
362,601,123695,46882997,0,0,32048932990,32002049993,0xdfe34069619fb73ddf7b1541357a94abd0c8ede9,0xaec36189f444c1df630c0c821a7582c9619a421da1d771a0886e655aa77b75ceee526f77350a4c8e14e1224ab1f9d7f7
363,602,105612,46866717,0,0,64228562563,64181695846,0x2aaeac592750cd4b39e118f0f1dccf3389c4a0e8,0x81b219eb0b5007d9291b109f7aef8d76f70c9247a6afaf844ef2be7086dedf5430b81303d012e030cd7159b74fe5c941
364,603,123442,46866249,0,0,32052609295,32005743046,0xed9422da0c15782360803b8868b0777ececab111,0x989bb2b1f63979ea16c04ed2bb36807f00ce3c4f51a8edba4eabb31a8a540f1b1ed724e558f46b40c82a492a346d63be
,604,105344,46855246,0,0,64238147635,64191292389,0xc0eb84422ea5691b29f99000a84bb18636e27471,0x979b80cc317e4abbe582597a5153c4d624804204c36d9cf1de1e6565c61a4a99d20aa671d03b415dd8034f512da07448
365,605,123277,46835157,0,0,32050476207,32003641050,0x9bc242fba4e45dde003967371a62c829557f7c86,0xb1f12c7b26435c694d7d8c81d2faaa0256e138d0882f8547afabf87b78b5b63d57f0716c259729e33fa68ca99a1ac60e
366,606,123988,46830437,0,38,32046830437,32000000000,0x818b317357353dc58a85dda8b0028d1b4b5ba3f2,0xa425b49d9cd5d38a08f29bafd89deb00c35c946cc4b55d2132ad2b5fe4a1b1cf47b02f040a02332b579f041fe579a36d
367,607,123674,46790035,0,0,32048734072,32001944037,0x28cfbab332b343e6b68f80682056ea89fcb9879b,0x92afdb3397e1af1b2fbb50be8557cfe78f63363883f6a2be7dda126e631b481e8a3577d4fdb156ac8c13a9631bbe4d7f
368,608,123278,46782051,0,0,32050460129,32003678078,0xbbef812168a7ebff871f827b268bff96aabc8425,0x936aaae1c2f78ef98dfbaecbd6c513a585556a9e8f918ff9d3c87ddb4fec8919d6240444b0049895066a1d9313012916
369,609,123691,46780795,0,0,32048755299,32001974504,0xb173eb5a5792c17f42c094da1c34b1b01ab0b4a9,0xad362b64344e976992da833bfcd5811b33291db8adf5e28987954cb332e6424406ebde918d1334fdd7e8f4812f82d70e
,610,123987,46771543,0,38,32046771543,32000000000,0x818b317357353dc58a85dda8b0028d1b4b5ba3f2,0xa2ca305af225b2fc0d7ec682dd1b2f887b5df8f61865a3386c671c750408ab1c379ec059e88d44a4b1d9c3e88d9edb5f
,611,123995,46763407,0,40,32046763407,32000000000,0x5fb7e9f38011fa3b80c0b3a9fce835c2f749c025,0xb3142da2cb79c0c50c65234ffc243a08f09b79122fd215324671fe3fe58537b2dbf7c97b4c93cc68aae9b0d6b085f547
370,612,123650,46760843,0,0,32048896452,32002135609,0x7f6d47eaeb7e5361880a36ad256d5afb66c177a2,0x85a0b0e90f8ec64ea6055d60012a8f1afa43e3d32442873aed6d4e297eb819143c9e9bb357ecaf0415d2497c417e2375
371,613,123653,46752070,0,0,32048863546,32002111476,0x30b7313af419dcd7a570b1e68ceb4de360c3ab07,0xadc1bacddfdc708048bd0d66720c7c63e78f4d4903aaf10f440db90ff862cea0c5d812871f2f69edc3bf694d4a308fcb
372,614,123280,46751711,0,0,32054118659,32007366948,0x23e81862267670430c97ac24bbf1a6793d17f677,0x99e799df8af869ce63d84118fed9604e77d043fccb3d0f7f0c3d6be39a47d04afe46bec0bf9ed7b2fa40ef51964b8519
373,615,123722,46743924,0,0,32042858885,31996114961,0x79f60ac3ccf6c86d11a7aaac10db193fc00bd812,0xa8b1667fd9deda89f93aa923290cc806d0d9c6e1b3ce56fea77cf129c2da56616618f536ede653ece958c877b6a6b556
,616,123415,46739073,1,0,32052600183,32005861110,0xcb64923781ee85e71b85ae5953f30abcc22b87cc,0x87d26f56f19ba1318cda695262a257b4cb120e2ab8f5ef68fd8ca10f7eaccc0e4e090f3f195c64df69d85008d6eb42dc
374,617,123685,46733630,0,0,32048722853,32001989223,0x67aca7cb6e80f1ace948102ed4e585ba7c83a8b0,0x93e58e4a9989fba1e0d9c7f19d1f952965eb6319fc4b9aad6dc9e03a7852d0412705a70afd87f4c696a36000e2b1b209
375,618,123256,46725568,0,0,32050508501,32003782933,0x74ee278b0a8debf7efbf2e3a0710d007f3b24de7,0xaae8613fc00093816d1b2aa0cc471b8cb9865fbe716cd247ff32824b9ab30133185ed550e6ab23ac8eed21b47fccc3e2
376,619,123969,46725328,0,34,32046725328,32000000000,0xea886fa0b4205807f5917acd12fbb310a29aa82d,0xa88613e681e2e552b04554bb021da1eedb0f6cfe5ed3ed7454ec55b00543ef2f66a7062c78139377b9f45684c727742b
377,620,123262,46721420,0,0,32050584757,32003863337,0x89c4523f0af9f334d9e3df103a270df6367ef012,0xa2189a89ddf765537fb7ac9361ab028718a1cdec236c9a695c1c5d6ca0b80222bcb1d848a36e41551c70a31fefd461c3
378,621,123645,46717830,0,0,32048888148,32002170318,0x6f64fce4528931de7f28952aba6c9bb617489fb2,0xad9c993b4a268b29abb7de7c9824ede165ab123332c169ecd3bb7fed97901879170ef5db4612c9a6a71ad6094e8fc8b7
379,622,106461,46715413,0,0,64241375660,64194660247,0xb45565c05ff0c123c738aa6f6fe6db5cba787334,0xa25a6c09a0f46382af6017365fffd32cf37a1cb1b88c137962b049e5162cb0e11d203728e4ab03dbc18176ccd267e0c1
380,623,123258,46714067,0,0,32050531595,32003817528,0x87be6eccdae001060707e9da229d14f858c5dee3,0x98747d11ea81ccb9e4ab39ffb16ebf9e419820ec7c25fb72e1ba2411f483870fbb392705273b1a061fb230b317193be8
381,624,123245,46714035,0,0,32053381512,32006667477,0xa801dbdebb90257c76215a6017d164771e42ba0b,0x8efc36c9ecda4dbd56d2415f8b6b46429511a636dd1b3c8e9bd4afd03a1de111fc3971b547ca709705255779e9b77b5c
382,625,123273,46713080,0,0,32050403682,32003690602,0x91c151a1f30831d9622547580112621ee63d035b,0xb8b3cf569029c4e65a7de62946e9938aa463543e18f5572b984df29c943abc9fd992bf672dcc43f6eca3972f71711ecf
,626,123061,46703962,0,0,32054490145,32007786183,0xa801dbdebb90257c76215a6017d164771e42ba0b,0xae04286e6b899df85f41dd0219d7b47308d765a95e0f091d14327e2152a0bfdfc54d3dec70c77cf533bf8611605b2b93
383,627,123970,46697136,0,34,32046697136,32000000000,0x947bbc558834583b309e428d8b40ad469fdd64b9,0x81d39718b70cd1064b93933a7e6fc767838a6ca0ac5290abed061fc8a7a83651a62fb894c076ca2ba0ef50a5fe4e1647
384,628,124013,46693986,0,45,32046693986,32000000000,0xa840c9b73f809c9b603a3bc58d927e6577d5e06b,0xb872ea937df347f5adb4bade32fc2e6f77fc05cd151865b9a3c1b6c52a9639464d0d93975b2f98d9074abba1bc359026
385,629,123689,46690042,0,0,32048599659,32001909617,0x968e69b3344700e37f0bb74911a19e086556ebff,0xb15e448002bd0503d6c8199df0f443236ea86e7dede226052aba82330f44ee49def2f45580fb2e6d029a28541b7cd151
386,630,123920,46685653,0,0,32048364366,32001678713,0x0dc8c6eab56a9568b2c5189a032140a1c5bdf928,0xa7d22be362b33c4ea24dc7e3cb15dbd4b3dc30efcea968a81a349f74e6d020d5b5bc0ae1920bf1f6cefe42d0551196c0
387,631,124000,46683403,0,41,32046683403,32000000000,0x3b52091cb78e25e6f399b300cdb7cced4323ba0a,0x85711d6d6da73dd5e2d89ab93a4474e071686dae7347258bb4fdf1bd2b298dcb94795417f0ee697f6107b15de302b21f
388,632,123983,46681795,0,37,32046681795,32000000000,0x6232b35fb127130f229d85e0ce0d2f0c7630d159,0x83efd03ecd4bcbffd668bb52c62fa15aa8785dc13448ffec0e4c2bc277a7a899dd1661cb64ee1ffe7601e6019d0f9152
389,633,123687,46674149,0,0,32048560307,32001886158,0x93f09ac607122765e3c4489c2d63912b6a734d68,0xa4e97152ed4be4387b8eceb10d220129b00857037672905231c15bd95459316f05c9d932e3ea64056a68429c8bff6b77
390,634,123648,46666796,0,0,32048866780,32002199984,0xc81c32eabd07b1cdc349f9a7e56145a31ad513cb,0xb540841f0e223d80b556f2af3f390aad35c957c54bf79534daecbc61f6d121a3f41d2412cc5807ba457bd647e030ea01
391,635,123251,46665706,0,0,32050483097,32003817391,0x9cb06476d894337301d6830cd22ab8d83e297180,0x9190cf6ce29ccdf32effcf5228897441c9de8a8004a74b0e0190de58749ff36f04dca11879c74bf8c389029af2422a01
392,636,123246,46660262,0,0,32053377191,32006716929,0xf3788f8c826c7f5d33673f78ff36455a73720c40,0x8fbe82e739a15469a1c49b05e433d7f3e1f884c3e7112de7e8f92618ae042f3756df06200316dc61aa8cd49d5920e959
393,637,123975,46647601,0,35,32046647601,32000000000,0x7f8c31f20de9637007224633a1927bf8d0f07c5c,0x919b388c2a61c4456b57809a9ac7186598c72aa3b0d648614f81f977c58cd78bfef82ae704cd2a3f5ba07c3dd404123c
